,Αριθμός Ταυτότητας,Ημερομηνία Έκδοσης,Όνομα,Given Name,Επώνυμο,Surname,Πατρώνυμο,Mητέρας Όνομα,Επίθετο Μητέρας,Ημερομηνία Γέννησης,Καταγωγή,Ύψος,Δημότης,Αρχή Έκδοσης Δελτίου
540,YB3540676,03/02/2015,Ιωάννης,Ioannes,Λεμονής,Lemones,Αρτέμιος,Άρτεμις,Μαλλή,08/08/1981,Καβάλα Αγ. Νικόλαος,-,Ζάκυνθος 35088/9,Υ.Α. Αγ. Νικόλαος Καβάλα
541,K5731099,12/11/2019,Πολυχρονία,Polukhronia,Σαμτανίδου,Samtanidou,Δαμιανός,Ευφροσύνη,Ξηροτύρη,14/04/1942,Χαλκιδική Κιλκίς,-,Φλώρινα 50714/6,Υ.Α. Κιλκίς Χαλκιδική
542,T9403519,03/07/2007,Κερασιά,Kerasia,Καλαμάρα,Kalamara,Ρίζος,Μυρτώ,Σοκολάκη,14/09/1960,Κεφαλληνία Πάτρα,-,Καρπενήσι 81461/8,Υ.Α. Πάτρα Κεφαλληνία
543,MY8832083,06/06/2007,Άρτεμις,Artemis,Καραγιάννη,Karagianne,Αιμιλιανός,Νικολέτα,Λιολιοπούλου,25/11/1947,Μαγνησία Ρέθυμνο,-,Πύργος 21019/4,Υ.Α. Ρέθυμνο Μαγνησία
544,IM8494918,11/08/2008,Μικές,Mikes,Κυρίτσης,Kuritses,Νεοκλής,Σεραφεία,Μαυρίδη,29/07/1979,Φωκίδα Δράμα,-,Ιωάννινα 53072/1,Υ.Α. Δράμα Φωκίδα
545,E2269126,09/12/2019,Κλέαρχος,Klearkhos,Κουμιώτης,Koumiotes,Αθανάσιος,Ρεβέκα,Καπανταϊδάκη,07/06/2005,Καρδίτσα Τρίκαλα,-,Κέρκυρα 84689/2,Υ.Α. Τρίκαλα Καρδίτσα
546,OO9008520,12/05/2010,Λεωνιδιά,Leonidia,Βαμβουκάκη,Bamboukake,Θησεύς,Βικέντια,Μαρτζούκου,22/03/1992,Χανιά Βέροια,-,Αθήνα 19586/3,Υ.Α. Βέροια Χανιά
547,P0771913,21/12/2009,Προμηθέας,Prometheas,Τσιαμούρας,Tsiamouras,Ευσέβιος,Χρυσάνθη,Παπαθανασίου,08/03/1994,Κέρκυρα Άμφισσα,-,Αλεξανδρούπολη 27866/2,Υ.Α. Άμφισσα Κέρκυρα
548,N6825815,18/12/2015,Μιχάλης,Mikhales,Ανδρουλιδάκης,Androulidakes,Αριστοτέλης,Ανάργυρη,Σάουερ,02/11/1953,Κυκλάδες Σέρρες,-,Ερμούπολη 39381/8,Υ.Α. Σέρρες Κυκλάδες
549,BE3985346,12/01/2007,Θωμαίς,Thomais,Σαμτανίδου,Samtanidou,Μιλτιάδης,Ισαβέλλα,Ξανθοπούλου,01/11/1929,Λακωνία Καρπενήσι,-,Μεσολόγγι 46255/8,Υ.Α. Καρπενήσι Λακωνία
550,MP4109025,25/01/2009,Ιωάννης,Ioannes,Φωκάς,Phokas,Αριστείδης,Γεωργία,Κουτσουρέλη,10/08/1985,Ζάκυνθος Λευκάδα,-,Κόρινθος 30435/9,Υ.Α. Λευκάδα Ζάκυνθος
551,B9316709,17/04/2016,Πασχάλης,Paskhales,Μάρρας,Marras,Κάρολος,Ευλαμπία,Δρακάκη,09/06/1946,Φωκίδα Καλαμάτα,-,Σάμος 83051/3,Υ.Α. Καλαμάτα Φωκίδα
552,K3222685,18/04/2017,Βαρσάμος,Barsamos,Μανίκας,Manikas,Αγαθάγγελος,Ευγενία,Μποτζιώρη,22/01/1925,Καστοριά Βόλος,-,Βέροια 68696/7,Υ.Α. Βόλος Καστοριά
553,KT0862794,09/07/2010,Βάγια,Bagia,Μυτάρη,Mutare,Μιλτιάδης,Θεόκλεια,Μιχελή,18/02/1980,Ευρυτανία Δράμα,-,Άμφισσα 16952/6,Υ.Α. Δράμα Ευρυτανία
554,IH8467857,18/07/2010,Βαλεντίνος,Balentinos,Ρωμαίου,Romaiou,Ερμής,Αλεξάνδρα,Μπαλανίκα,20/03/1957,Γρεβενά Αλεξανδρούπολη,-,Μεσολόγγι 02499/4,Υ.Α. Αλεξανδρούπολη Γρεβενά
555,MP2029785,24/03/2016,Λουδοβίκος,Loudobikos,Τζιάρας,Tziaras,Κύρος,Αιμιλία,Αγραφιώτη,22/08/1955,Πέλλα Χαλκίδα,-,Κοζάνη 89581/3,Υ.Α. Χαλκίδα Πέλλα
556,X8665542,18/12/2009,Ασημίνα,Asemina,Κατσιμάνη,Katsimane,Φραγκίσκος,Εύκλεια,Δρακάκη,23/03/1976,Ημαθία Πολύγυρος,-,Κιλκίς 72593/9,Υ.Α. Πολύγυρος Ημαθία
557,ZE5629471,14/02/2011,Φοίβος,Phoibos,Ψυχιάς,Psukhias,Τίτος,Αντωνία,Κουτσούμπεη,29/07/2007,Χανιά Κέρκυρα,-,Δράμα 56573/8,Υ.Α. Κέρκυρα Χανιά
558,M2764646,07/03/2011,Ρήγας,Regas,Πλακωτάρης,Plakotares,Τιμολέων,Καλλιρρόη,Τρομπούκη,12/03/1928,Αργολίδα Τρίπολη,-,Καρδίτσα 41430/3,Υ.Α. Τρίπολη Αργολίδα
559,AY8171515,03/06/2010,Ευμένιος,Eumenios,Τσούμος,Tsoumos,Μάρκος,Ζαφειρία,Χατζηδάκη,27/11/1965,Κιλκίς Πάτρα,-,Ηγουμενίτσα 11008/5,Υ.Α. Πάτρα Κιλκίς
560,N7027296,06/03/2016,Αλκιβιάδης,Alkibiades,Μασόπουλος,Masopoulos,Γαλάτιος,Καλλίνικη,Βυζιηνού,02/01/1922,Φθιώτιδα Ηράκλειο,-,Κομοτηνή 76693/3,Υ.Α. Ηράκλειο Φθιώτιδα
561,HX2617522,02/10/2020,Ροδάνθη,Rodanthe,Μπελέκου,Mpelekou,Αιμιλιανός,Σουμέλα,Προύβα,24/03/1980,Μεσσηνία Κοζάνη,-,Ρόδος 88920/9,Υ.Α. Κοζάνη Μεσσηνία
562,BX4970540,11/11/2019,Σάρρα,Sarra,Κοντογεωργάκη,Kontogeorgake,Γεράσιμος,Μαριάννα,Χουρζαμάνη,13/11/2009,Ηράκλειο Μεσολόγγι,-,Πύργος 08388/1,Υ.Α. Μεσολόγγι Ηράκλειο
563,NB0041235,04/03/2010,Μάρθα,Martha,Χορτάτου,Khortatou,Λάζαρος,Φρειδερίκη,Χατζημιχαήλ,31/07/1979,Αχαΐα Κόρινθος,-,Αγ. Νικόλαος 43614/6,Υ.Α. Κόρινθος Αχαΐα
564,Y9292945,08/05/2010,Ράλλης,Ralles,Πευκιανάκης,Peukianakes,Πύρρος,Καρυοφυλλιά,Πέτση,21/07/1958,Καρδίτσα Ξάνθη,-,Καβάλα 30120/4,Υ.Α. Ξάνθη Καρδίτσα
565,KK6514142,04/01/2014,Ελισάβετ,Elisabet,Εμμανουήλ,Emmanouel,Σώζων,Θεοφύλακτη,Αποστολάκη,29/04/1920,Αρκαδία Δράμα,-,Τρίπολη 57833/2,Υ.Α. Δράμα Αρκαδία
566,BX9802758,10/06/2020,Φρύνη,Phrune,Γκάγκα,Gkagka,Σεβαστιανός,Αμφιτρίτη,Πουλή,20/02/1930,Φωκίδα Ξάνθη,-,Καρδίτσα 95072/5,Υ.Α. Ξάνθη Φωκίδα
567,O2421720,26/11/2009,Χιονιά,Khionia,Μηλιάκη,Meliake,Αναστάσιος,Γραμματική,Παλιούρα,24/10/1920,Άρτα Ιωάννινα,-,Σάμος 19308/1,Υ.Α. Ιωάννινα Άρτα
568,N1254067,30/11/2011,Βιολέτα,Bioleta,Δρυμαλίτου,Drumalitou,Κύρος,Κομνηνή,Πανοπούλου,07/03/1994,Θεσσαλονίκη Ιωάννινα,-,Σπάρτη 75422/8,Υ.Α. Ιωάννινα Θεσσαλονίκη
569,X4639629,03/10/2019,Ροδαμάνθη,Rodamanthe,Μανουσοπούλου,Manousopoulou,Σέργιος,Βησσαρία,Κεσίση,17/07/1946,Μεσσηνία Ηγουμενίτσα,-,Τρίκαλα 32021/5,Υ.Α. Ηγουμενίτσα Μεσσηνία
570,MB8038089,06/12/2010,Ναθαναήλ,Nathanael,Λεμονής,Lemones,Αρτέμιος,Κυπαρισσία,Πουλιάση,27/10/1931,Γρεβενά Μυτιλήνη,-,Ηράκλειο 43488/4,Υ.Α. Μυτιλήνη Γρεβενά
571,O9335068,06/08/2011,Χρυσαφένια,Khrusaphenia,Χατζημιχαήλ,Khatzemikhael,Θεοδόσης,Παρθένα,Χριστογιάννη,01/04/1975,Μαγνησία Αγ. Νικόλαος,-,Πάτρα 84505/4,Υ.Α. Αγ. Νικόλαος Μαγνησία
572,PK8334881,14/09/2016,Ευθυμία,Euthumia,Φίλκα,Philka,Παντελής,Λαυρεντία,Ντόβα,03/08/1931,Καβάλα Ξάνθη,-,Λαμία 57868/2,Υ.Α. Ξάνθη Καβάλα
573,O6178662,30/07/2006,Κομνηνή,Komnene,Καραμανλή,Karamanle,Αγαμέμνων,Ευτυχία,Γκούβα,12/03/2001,Καρδίτσα Καβάλα,-,Ναύπλιο 11350/3,Υ.Α. Καβάλα Καρδίτσα
574,T8027400,13/08/2017,Μιλτιάδης,Miltiades,Μαραγκός,Maragkos,Λουδοβίκος,Μαριλένα,Φλασκή,26/05/2009,Φωκίδα Ξάνθη,-,Κέρκυρα 84813/7,Υ.Α. Ξάνθη Φωκίδα
575,PX5823925,14/01/2021,Ευμένιος,Eumenios,Βιδαλάκης,Bidalakes,Ανδρόνικος,Αηδόνα,Κασκαούτη,08/10/1924,Ημαθία Πρέβεζα,-,Πολύγυρος 15440/4,Υ.Α. Πρέβεζα Ημαθία
576,BP9910572,13/09/2018,Εύκλεια,Eukleia,Δαρσακλή,Darsakle,Λυκούργος,Μιχαέλα,Παπαδοπούλου,10/07/1936,Μαγνησία Δράμα,-,Χανιά 72464/1,Υ.Α. Δράμα Μαγνησία
577,M5337247,06/10/2015,Ευσταθία,Eustathia,Χρονοπούλου,Khronopoulou,Αγαθοκλής,Ανάργυρη,Μανοπούλου,17/12/1943,Φθιώτιδα Αργοστόλι,-,Αργοστόλι 40889/6,Υ.Α. Αργοστόλι Φθιώτιδα
578,MB0714228,27/03/2007,Αντύπας,Antupas,Φειδερόπουλος,Pheideropoulos,Χρίστος,Ροδιά,Δάφνη,09/06/1988,Κεφαλληνία Ιωάννινα,-,Γρεβενά 64930/4,Υ.Α. Ιωάννινα Κεφαλληνία
579,O7219946,26/06/2019,Χρυσόστομη,Khrusostome,Τουλούπη,Touloupe,Λάζαρος,Σαλώμη,Καρανασίου,14/05/1950,Χίος Λευκάδα,-,Καλαμάτα 60368/8,Υ.Α. Λευκάδα Χίος
580,O9757875,09/06/2020,Βαλέρια,Baleria,Δούβαλη,Doubale,Άριστος,Σαλώμη,Σπυριδάκη,05/06/1981,Χίος Καστοριά,-,Χαλκίδα 29466/3,Υ.Α. Καστοριά Χίος
581,P2294011,13/08/2011,Ιφιγένεια,Iphigeneia,Σπαθάρη,Spathare,Δημοκράτης,Κλημεντίνη,Μαρτιάδου,29/10/1979,Ηράκλειο Σάμος,-,Πάτρα 41190/7,Υ.Α. Σάμος Ηράκλειο
582,PI3891760,23/04/2018,Αλκμήνη,Alkmene,Κοφινάκη,Kophinake,Πίνδαρος,Ισαβέλλα,Λιούκα,13/07/1978,Λακωνία Καβάλα,-,Καρπενήσι 36563/8,Υ.Α. Καβάλα Λακωνία
583,EM8528916,01/02/2016,Φωτεινός,Photeinos,Κοντάκος,Kontakos,Σωκράτης,Νεόκλεια,Σταθά,14/12/1961,Ροδόπη Κοζάνη,-,Ηγουμενίτσα 39926/6,Υ.Α. Κοζάνη Ροδόπη
584,KA6487014,07/02/2009,Πολυχρόνιος,Polukhronios,Νάστατος,Nastatos,Κηρύκος,Αποστολία,Σκούμπρου,25/01/1942,Κοζάνη Δράμα,-,Ρέθυμνο 36106/8,Υ.Α. Δράμα Κοζάνη
585,B7342833,28/05/2021,Σταύρος,Stauros,Νάστος,Nastos,Σωκράτης,Νεόκλεια,Γιαννοπούλου,07/11/1963,Φλώρινα Άρτα,-,Σάμος 00791/2,Υ.Α. Άρτα Φλώρινα
586,X3356824,24/07/2010,Δίκαιος,Dikaios,Τσαλαμάνδρης,Tsalamandres,Κλέαρχος,Κόσμια,Φαρμάκη,04/05/2001,Θεσσαλονίκη Καβάλα,-,Λιβαδιά 34872/9,Υ.Α. Καβάλα Θεσσαλονίκη
587,KO8564360,25/05/2017,Μαυροειδής,Mauroeides,Αφρουδάκης,Aphroudakes,Μεθόδιος,Δημούλα,Καρατάσου,06/12/1914,Ξάνθη Καλαμάτα,-,Λευκάδα 40826/9,Υ.Α. Καλαμάτα Ξάνθη
588,ON7722072,01/05/2016,Βρυσηίς,Bruseis,Σπανοχριστοδούλου,Spanokhristodoulou,Βενιζέλος,Δαμασκηνή,Τρεντσίου,31/05/1965,Αττική Αθήνα,-,Κομοτηνή 94074/6,Υ.Α. Αθήνα Αττική
589,TO1761934,08/09/2010,Δικαία,Dikaia,Τσουνάκου,Tsounakou,Κλεόπας,Ευσταθία,Καπανταϊδάκη,28/10/1925,Καστοριά Τρίκαλα,-,Ρόδος 69213/7,Υ.Α. Τρίκαλα Καστοριά
590,PO8348636,18/10/2009,Διονυσία,Dionusia,Κετεσίδου,Ketesidou,Ιππόλυτος,Βέρα,Πλατάκη,22/01/1949,Φωκίδα Ρόδος,-,Ζάκυνθος 67504/2,Υ.Α. Ρόδος Φωκίδα
591,B6148842,19/11/2011,Μελπομένη,Melpomene,Σωτηροπούλου,Soteropoulou,Ευδόξιος,Ανδρομάχη,Παππά,30/10/1997,Πιερία Τρίκαλα,-,Βόλος 02107/5,Υ.Α. Τρίκαλα Πιερία
592,HX4165035,10/08/2015,Χρυσαφένια,Khrusaphenia,Γιαννοπούλου,Giannopoulou,Ανανίας,Ελένη,Πετσιά,02/12/1911,Πρέβεζα Φλώρινα,-,Φλώρινα 90248/1,Υ.Α. Φλώρινα Πρέβεζα
593,TX1703670,23/03/2019,Πλούταρχος,Ploutarkhos,Γιασημάκης,Giasemakes,Χριστιάν,Ποθητή,Μπιμπίρη,01/10/1918,Λέσβος Κοζάνη,-,Ιωάννινα 13160/3,Υ.Α. Κοζάνη Λέσβος
594,TM5291684,04/07/2017,Αμβροσία,Ambrosia,Χαραλαμπίδου,Kharalampidou,Θρασύβουλος,Αταλάντη,Κεσίση,28/08/2005,Φλώρινα Ερμούπολη,-,Αθήνα 29129/2,Υ.Α. Ερμούπολη Φλώρινα
595,N0155742,02/04/2008,Ακριβός,Akribos,Γκιολδελής,Gkioldeles,Ασημάκης,Συμεώνη,Ντζιαβίδα,27/04/1939,Λευκάδα Βέροια,-,Πάτρα 79059/6,Υ.Α. Βέροια Λευκάδα
596,ZI8110159,17/04/2010,Πούλια,Poulia,Κατσιμάνη,Katsimane,Βαρδής,Δανάη,Ξηρίδου,14/12/1984,Ροδόπη Σέρρες,-,Λαμία 10448/2,Υ.Α. Σέρρες Ροδόπη
597,K2753340,18/12/2015,Βαρδής,Bardes,Σπάλας,Spalas,Προμηθέας,Αργυρούλα,Ζαβιτσάνου,24/03/1990,Καβάλα Πάτρα,-,Χανιά 18260/7,Υ.Α. Πάτρα Καβάλα
598,IX4835742,15/10/2008,Ευδόξιος,Eudoxios,Τζαλλας,Tzallas,Λεονάρδος,Ολύμπια,Στρούμπα,30/11/1920,Αχαΐα Ζάκυνθος,-,Πρέβεζα 72131/1,Υ.Α. Ζάκυνθος Αχαΐα
599,XY5338112,01/08/2015,Στεργιανή,Stergiane,Καρακώστα,Karakosta,Μάριος,Ρωξάνη,Καλαμάρα,12/02/1974,Λέσβος Ναύπλιο,-,Λιβαδιά 41874/6,Υ.Α. Ναύπλιο Λέσβος
600,KH8982709,21/04/2015,Κονδυλία,Kondulia,Μακροπούλου,Makropoulou,Μαυρούδης,Διδώ,Χωριανοπούλου,09/10/1929,Λευκάδα Ηράκλειο,-,Ξάνθη 71580/5,Υ.Α. Ηράκλειο Λευκάδα
601,T4319497,07/07/2014,Βενιαμίν,Beniamin,Δόσης,Doses,Κυπριανός,Ερωφίλη,Πολίτου,22/01/1990,Φθιώτιδα Χανιά,-,Κιλκίς 47825/8,Υ.Α. Χανιά Φθιώτιδα
602,O5901014,25/05/2020,Σολομών,Solomon,Βλαχονικολέας,Blakhonikoleas,Εφραίμ,Ιωάννα,Συνοδινού,29/12/1992,Ηλεία Κιλκίς,-,Τρίκαλα 97061/9,Υ.Α. Κιλκίς Ηλεία
603,Z5916731,23/11/2011,Πάρις,Paris,Μπίλλας,Mpillas,Αιμιλιανός,Θεοδούλη,Αρσενάκη,30/09/1912,Κιλκίς Χαλκίδα,-,Κοζάνη 90394/8,Υ.Α. Χαλκίδα Κιλκίς
604,OO4202048,11/05/2019,Αγαπητός,Agapetos,Δημητρίου,Demetriou,Ασκληπιός,Γενοβέφα,Εμμανουηλίδου,17/10/1967,Κιλκίς Χανιά,-,Κόρινθος 40935/2,Υ.Α. Χανιά Κιλκίς
605,I7782855,10/07/2015,Ήλια,Elia,Βουλτσίδου,Boultsidou,Αναγνώστης,Φρύνη,Τάτση,13/09/2000,Δωδεκάνησσος Βέροια,-,Αλεξανδρούπολη 76237/3,Υ.Α. Βέροια Δωδεκάνησσος
606,PM1726193,24/03/2020,Αγαθόνικος,Agathonikos,Σιτόπουλος,Sitopoulos,Αδαμάντιος,Αγόρω,Μπότζα,04/03/1935,Ζάκυνθος Χίος,-,Ηράκλειο 95407/1,Υ.Α. Χίος Ζάκυνθος
607,K7803657,14/05/2010,Σταυρούλα,Stauroula,Τζαναβάρα,Tzanabara,Κρυστάλλης,Πολυχρονία,Ματεντσίδου,27/06/1938,Αργολίδα Τρίκαλα,-,Ρέθυμνο 58759/3,Υ.Α. Τρίκαλα Αργολίδα
608,IX0578657,19/10/2013,Πασχάλης,Paskhales,Συργής,Surges,Τρύφων,Ελεονόρα,Ντάνου,23/04/1924,Ημαθία Καλαμάτα,-,Βέροια 80196/5,Υ.Α. Καλαμάτα Ημαθία
609,I1334369,29/01/2011,Σεμίνα,Semina,Βαγενά,Bagena,Μένανδρος,Σπυριδούλα,Αγραφιώτη,15/03/1932,Καστοριά Χίος,-,Σάμος 81497/6,Υ.Α. Χίος Καστοριά
610,T8507832,10/03/2017,Λουκιανός,Loukianos,Μασγαλάς,Masgalas,Ασκληπιός,Όλγα,Σακκή,15/01/1988,Αττική Κιλκίς,-,Ζάκυνθος 09248/5,Υ.Α. Κιλκίς Αττική
611,P5520093,18/08/2015,Τίτος,Titos,Σπανουδάκης,Spanoudakes,Σοφοκλής,Ηώ,Γκούβα,11/10/1970,Ηλεία Άμφισσα,-,Ιωάννινα 33098/4,Υ.Α. Άμφισσα Ηλεία
612,NP9373236,08/04/2015,Μαύρα,Maura,Κετεσίδου,Ketesidou,Κρυστάλλης,Δούκισσα,Παπανδρικοπούλου,08/01/1918,Λέσβος Πολύγυρος,-,Δράμα 21219/9,Υ.Α. Πολύγυρος Λέσβος
613,H4663865,31/12/2016,Αύγουστος,Augoustos,Γιαννακουδάκης,Giannakoudakes,Αγαμέμνων,Ιορδανία,Μήτσου,27/12/1928,Αχαΐα Σπάρτη,-,Αλεξανδρούπολη 51607/4,Υ.Α. Σπάρτη Αχαΐα
614,N6438936,09/05/2015,Χαρίλαος,Kharilaos,Πετρογιάννης,Petrogiannes,Ευστράτιος,Χριστοφόρα,Ανεζάκη,27/10/1958,Άρτα Ιωάννινα,-,Κόρινθος 91822/8,Υ.Α. Ιωάννινα Άρτα
615,E0898358,01/05/2008,Ελπίς,Elpis,Χρήστου,Khrestou,Λυκούργος,Βασιλεία,Ξυγκάκου,18/06/1943,Φθιώτιδα Καρδίτσα,-,Λιβαδιά 05595/7,Υ.Α. Καρδίτσα Φθιώτιδα
616,MO7703325,24/12/2015,Ζηνοβία,Zenobia,Τσικνή,Tsikne,Μίνωας,Φανή,Ζερβά,19/03/1959,Θεσσαλονίκη Βέροια,-,Βέροια 22965/7,Υ.Α. Βέροια Θεσσαλονίκη
617,P8049600,16/03/2012,Θωμαίς,Thomais,Μπεκάκου,Mpekakou,Βλάσης,Ασπασία,Αβραμίδου,17/11/1985,Λάρισσα Πολύγυρος,-,Άμφισσα 08564/2,Υ.Α. Πολύγυρος Λάρισσα
618,N4701942,27/04/2015,Θάλεια,Thaleia,Μαρτζούκου,Martzoukou,Λέων,Καλομοίρα,Τραγούστη,05/12/1939,Αιτωλία & Ακαρνανία Πρέβεζα,-,Ρέθυμνο 13808/7,Υ.Α. Πρέβεζα Αιτωλία & Ακαρνανία
619,HE7603378,20/10/2014,Βαρβάρα,Barbara,Γρηγοριάδου,Gregoriadou,Ξανθός,Ρεβέκκα,Συνοδινού,15/06/1941,Εύβοια Κέρκυρα,-,Καρδίτσα 23327/3,Υ.Α. Κέρκυρα Εύβοια
620,HZ6480756,18/05/2009,Αμφιτρίτη,Amphitrite,Μπούζα,Mpouza,Δημήτριος,Βελισσαρία,Κωτσιονοπούλου,13/08/2008,Φλώρινα Χαλκίδα,-,Χίος 27709/7,Υ.Α. Χαλκίδα Φλώρινα
621,YA3495180,18/07/2018,Αλέξιος,Alexios,Φιλιππάτος,Philippatos,Μεγακλής,Ιωάννα,Καλομοίρη,16/10/1962,Δράμα Έδεσσα,-,Καρπενήσι 56102/1,Υ.Α. Έδεσσα Δράμα
622,TP1751145,11/12/2017,Σεραφείμ,Serapheim,Αβαγιανός,Abagianos,Βαρσάμος,Βενετία,Ταμπορρίνο,18/02/1917,Αρκαδία Κοζάνη,-,Κόρινθος 50870/4,Υ.Α. Κοζάνη Αρκαδία
623,N0505009,17/08/2006,Νικόλαος,Nikolaos,Καλαμπαλίκης,Kalampalikes,Συμεών,Μηλιά,Πετσιά,15/07/1975,Ζάκυνθος Αγ. Νικόλαος,-,Κοζάνη 25455/7,Υ.Α. Αγ. Νικόλαος Ζάκυνθος
624,X9705879,17/09/2006,Ήβη,Ebe,Χαλαντζούκα,Khalantzouka,Νικόλαος,Κλειώ,Σμιτ,05/01/1948,Έβρος Κέρκυρα,-,Κατερίνη 63595/7,Υ.Α. Κέρκυρα Έβρος
625,B2379201,10/07/2013,Πασχάλης,Paskhales,Σαραφίδης,Saraphides,Ακριβός,Τζένη,Πανκίδου,22/04/1983,Άρτα Μυτιλήνη,-,Ερμούπολη 89268/5,Υ.Α. Μυτιλήνη Άρτα
626,OO1061755,24/10/2016,Ακριβή,Akribe,Μαυρίδη,Mauride,Αστέριος,Πηνελόπη,Μπότζα,24/03/1927,Αρκαδία Πολύγυρος,-,Κομοτηνή 58085/2,Υ.Α. Πολύγυρος Αρκαδία
627,MB9722867,08/10/2017,Σουμέλα,Soumela,Σαπρίκη,Saprike,Κλεόβουλος,Ιοκάστη,Τσανάκα,22/12/1948,Ιωάννινα Κιλκίς,-,Σπάρτη 25388/1,Υ.Α. Κιλκίς Ιωάννινα
